"dataset_id";"observacao_id";"camada_id";"camada_nome";"amostra_id";"profund_sup";"profund_inf";"acidez_acetcal70_naoh";"aluminio_kcl_naoh";"calcio_kcl_eaa";"magnesio_kcl_eaa";"carbono_cromo_30min150_mohr";"ph_h2o_25_xxx";"fosforo_mehlich1_eam";"potassio_mehlich1_eeac";"sodio_mehlich1_eeac";"dsi_cilindro";"areiafina_naoh_esferas_peneira";"areia_naoh_esferas_peneira";"argila_naoh_esferas_pipeta"
"ctb0036";"ACC-6004-2018";"2";NA;"a";"20";"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-6005-2018";"2";NA;"a";"20";"37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-6006-2018";"2";NA;"a";"20";"44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-6007-2018";"2";NA;"a";"20";"51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-7004-2018";"2";NA;"a";"20";"65";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-7005-2018";"2";NA;"a";"20";"73";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-7006-2018";"2";NA;"a";"20";"63";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-7007-2018";"2";NA;"a";"20";"52";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-8003-2018";"2";NA;"a";"20";"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-8004-2018";"2";NA;"a";"20";"41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-8005-2018";"2";NA;"a";"20";"37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-8007-2018";"2";NA;"a";"20";"35";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-9003-2018";"2";NA;"a";"20";"99";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-9004-2018";"2";NA;"a";"20";"46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-9007-2018";"2";NA;"a";"20";"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-10003-2018";"2";NA;"a";"20";"44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-10004-2018";"2";NA;"a";"20";"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-10005-2018";"2";NA;"a";"20";"36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-10006-2018";"2";NA;"a";"20";"30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-10007-2018";"2";NA;"a";"20";"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-11002-2018";"2";NA;"a";"20";"85";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-11003-2018";"2";NA;"a";"20";"50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-11005-2018";"2";NA;"a";"20";"38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-11006-2018";"2";NA;"a";"20";"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-12002-2018";"2";NA;"a";"20";"78";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-12003-2018";"2";NA;"a";"20";"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-12004-2018";"2";NA;"a";"20";"30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-12005-2018";"2";NA;"a";"20";"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-13002-2018";"2";NA;"a";"20";"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-13004-2018";"2";NA;"a";"20";"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-13005-2018";"2";NA;"a";"20";"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
